                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                    45.98	                     0.85	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1146.66	                    20.00	                   871.37	                    41.10	                  2014.09	                     0.00	                     1.34	                     0.29	                     0.00	                     1.64	                     3.79	                     9.65	                    13.44	                  4211.62	                    13.06
                    47.01	                     1.03	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1145.26	                    20.00	                   869.97	                    41.10	                  2014.09	                     0.00	                     1.34	                     0.29	                     0.00	                     1.63	                     3.79	                     9.64	                    13.43	                  4225.39	                    13.04
                    48.24	                     1.23	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1140.01	                    20.00	                   864.72	                    41.10	                  2014.09	                     0.00	                     1.33	                     0.29	                     0.00	                     1.62	                     3.79	                     9.59	                    13.38	                  4241.86	                    13.00
                    49.72	                     1.48	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1138.19	                    20.00	                   862.91	                    41.10	                  2014.09	                     0.00	                     1.33	                     0.29	                     0.00	                     1.62	                     3.79	                     9.57	                    13.37	                  4261.59	                    12.98
                    50.60	                     0.89	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1133.45	                    20.00	                   858.17	                    41.10	                  2014.09	                     0.00	                     1.32	                     0.29	                     0.00	                     1.61	                     3.79	                     9.53	                    13.32	                  4273.39	                    12.94
                    51.66	                     1.06	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1132.26	                    20.00	                   856.98	                    41.10	                  2014.09	                     0.00	                     1.32	                     0.29	                     0.00	                     1.61	                     3.79	                     9.52	                    13.31	                  4287.55	                    12.93
                    52.94	                     1.28	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1127.40	                    20.00	                   852.11	                    41.10	                  2014.09	                     0.00	                     1.31	                     0.29	                     0.00	                     1.61	                     3.79	                     9.47	                    13.27	                  4304.47	                    12.89
                    54.47	                     1.53	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1125.85	                    20.00	                   850.56	                    41.10	                  2014.09	                     0.00	                     1.31	                     0.29	                     0.00	                     1.60	                     3.79	                     9.46	                    13.25	                  4324.76	                    12.87
                    56.31	                     1.84	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1119.30	                    20.00	                   844.01	                    41.10	                  2014.09	                     0.00	                     1.30	                     0.29	                     0.00	                     1.59	                     3.79	                     9.40	                    13.19	                  4349.00	                    12.81
                    58.51	                     2.20	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1117.34	                    20.00	                   842.05	                    41.10	                  2014.09	                     0.00	                     1.30	                     0.29	                     0.00	                     1.59	                     3.79	                     9.38	                    13.18	                  4378.04	                    12.80
                    59.83	                     1.32	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1111.43	                    20.00	                   836.14	                    41.10	                  2014.09	                     0.00	                     1.29	                     0.29	                     0.00	                     1.58	                     3.79	                     9.33	                    13.12	                  4395.40	                    12.74
                    61.42	                     1.59	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1110.17	                    20.00	                   834.88	                    41.10	                  2014.09	                     0.00	                     1.29	                     0.29	                     0.00	                     1.58	                     3.79	                     9.32	                    13.11	                  4416.20	                    12.73
                    63.33	                     1.90	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1104.28	                    20.00	                   828.99	                    41.10	                  2014.09	                     0.00	                     1.28	                     0.29	                     0.00	                     1.57	                     3.79	                     9.26	                    13.06	                  4441.07	                    12.68
                    65.61	                     2.29	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1102.67	                    20.00	                   827.39	                    41.10	                  2014.09	                     0.00	                     1.28	                     0.29	                     0.00	                     1.57	                     3.79	                     9.25	                    13.04	                  4470.88	                    12.67
                    66.98	                     1.37	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1097.29	                    20.00	                   822.00	                    41.10	                  2014.09	                     0.00	                     1.27	                     0.29	                     0.00	                     1.56	                     3.79	                     9.20	                    12.99	                  4488.69	                    12.62
                    68.63	                     1.65	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1096.25	                    20.00	                   820.96	                    41.10	                  2014.09	                     0.00	                     1.27	                     0.29	                     0.00	                     1.56	                     3.79	                     9.19	                    12.98	                  4510.06	                    12.61
                    70.60	                     1.97	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1090.89	                    20.00	                   815.60	                    41.10	                  2014.09	                     0.00	                     1.26	                     0.29	                     0.00	                     1.55	                     3.79	                     9.14	                    12.94	                  4535.60	                    12.56
                    72.97	                     2.37	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1089.54	                    20.00	                   814.25	                    41.10	                  2014.09	                     0.00	                     1.26	                     0.29	                     0.00	                     1.55	                     3.79	                     9.13	                    12.92	                  4566.22	                    12.55
