                   Time_d	               TimeStep_d	                  Qo_m3/d	                  Qw_m3/d	                  Qg_m3/d	                 Qwi_m3/d	              PwfProd_bar	               PwfInj_bar	              PwhProd_bar	               PwhInj_bar	             QgFlare_m3/d	              QgFuel_m3/d	               QgExp_m3/d	                  Pump_MW	                   ESP_MW	              ExpCompr_MW	            TotalPower_MW	     GasEmission_tonCO2/d	  DieselEmission_tonCO2/d	   TotalEmission_tonCO2/d	       CumEmission_tonCO2	    RelEmission_kgCO2/boe
                    42.26	                     1.11	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1130.72	                    20.00	                   845.59	                    41.10	                  2014.09	                     0.00	                     1.30	                     0.29	                     0.00	                     1.60	                     3.79	                     9.41	                    13.21	                   596.78	                    12.83
                    43.58	                     1.33	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1125.77	                    20.00	                   840.65	                    41.10	                  2014.09	                     0.00	                     1.30	                     0.29	                     0.00	                     1.59	                     3.79	                     9.37	                    13.16	                   614.25	                    12.78
                    45.18	                     1.59	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1124.27	                    20.00	                   839.15	                    41.10	                  2014.09	                     0.00	                     1.29	                     0.29	                     0.00	                     1.59	                     3.79	                     9.36	                    13.15	                   635.19	                    12.77
                    46.13	                     0.96	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1119.73	                    20.00	                   834.61	                    41.10	                  2014.09	                     0.00	                     1.29	                     0.29	                     0.00	                     1.58	                     3.79	                     9.31	                    13.11	                   647.71	                    12.73
                    47.28	                     1.15	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1118.74	                    20.00	                   833.61	                    41.10	                  2014.09	                     0.00	                     1.28	                     0.29	                     0.00	                     1.58	                     3.79	                     9.31	                    13.10	                   662.73	                    12.72
                    48.65	                     1.38	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1114.12	                    20.00	                   829.00	                    41.10	                  2014.09	                     0.00	                     1.28	                     0.29	                     0.00	                     1.57	                     3.79	                     9.26	                    13.06	                   680.69	                    12.68
                    50.31	                     1.65	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1112.82	                    20.00	                   827.70	                    41.10	                  2014.09	                     0.00	                     1.28	                     0.29	                     0.00	                     1.57	                     3.79	                     9.25	                    13.05	                   702.23	                    12.67
                    52.29	                     1.98	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1106.58	                    20.00	                   821.46	                    41.10	                  2014.09	                     0.00	                     1.27	                     0.29	                     0.00	                     1.56	                     3.79	                     9.19	                    12.99	                   727.96	                    12.61
                    54.66	                     2.38	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1104.92	                    20.00	                   819.80	                    41.10	                  2014.09	                     0.00	                     1.26	                     0.29	                     0.00	                     1.56	                     3.79	                     9.18	                    12.97	                   758.80	                    12.60
                    56.09	                     1.43	                  1027.60	                     0.00	                  2055.20	                  1000.00	                   278.36	                  1099.22	                    20.00	                   814.09	                    41.10	                  2014.09	                     0.00	                     1.25	                     0.29	                     0.00	                     1.55	                     3.79	                     9.13	                    12.92	                   777.23	                    12.55
